title,type,genres,imdb_score,tmdb_popularity
The End of the F***ing World,SHOW,"['drama', 'comedy', 'romance', 'thriller', 'crime']",8.1,50.694
Trolls: The Beat Goes On!,SHOW,"['comedy', 'animation', 'family', 'fantasy', 'romance']",5.8,21.406
Atypical,SHOW,"['comedy', 'drama']",8.3,37.513
Final Score,MOVIE,"['action', 'drama', 'thriller']",5.7,17.411
A Series of Unfortunate Events,SHOW,"['drama', 'action', 'comedy', 'family']",7.8,55.144
Charmed,SHOW,"['drama', 'scifi', 'fantasy']",4.6,92.694
Rumble: The Indians Who Rocked the World,MOVIE,"['music', 'documentation']",7.7,1.771
The Nightingale,MOVIE,"['thriller', 'drama', 'horror']",7.3,25.696
Alias Grace,SHOW,"['drama', 'crime', 'history', 'thriller']",7.7,13.586
Cold Case Files,SHOW,"['crime', 'documentation']",7.9,2.879
One Day at a Time,SHOW,"['comedy', 'drama']",8.1,17.017
Forgotten,MOVIE,"['thriller', 'horror', 'scifi']",7.4,33.53
Backtrace,MOVIE,"['crime', 'action', 'drama', 'thriller']",3.8,19.984
The Bureau of Magical Things,SHOW,"['scifi', 'family', 'fantasy', 'drama']",6.7,20.189
Santa Clarita Diet,SHOW,"['comedy', 'horror']",7.8,19.982
Safe,SHOW,"['drama', 'thriller', 'crime', 'european']",7.2,9.531
Stranger,SHOW,"['crime', 'drama', 'thriller', 'romance', 'scifi', 'comedy']",8.5,25.007
Set It Up,MOVIE,"['romance', 'comedy']",6.5,18.364
Crooked House,MOVIE,"['drama', 'thriller', 'crime']",6.3,10.188
The Cloverfield Paradox,MOVIE,"['horror', 'thriller', 'scifi', 'drama', 'action']",5.5,21.122
What Happened to Monday,MOVIE,"['scifi', 'thriller', 'drama', 'action', 'crime', 'fantasy']",6.8,60.669
Cocomelon,SHOW,"['animation', 'comedy', 'family']",4.7,3.372
Gerald's Game,MOVIE,"['horror', 'thriller', 'drama']",6.5,21.014
Roma,MOVIE,"['drama', 'european']",7.7,12.745
Adrift,MOVIE,"['action', 'thriller', 'romance', 'drama', 'european']",6.6,17.991
The Beguiled,MOVIE,"['drama', 'documentation', 'thriller', 'war']",6.8,26.24
Disenchantment,SHOW,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",7.2,49.462
Big Mouth,SHOW,"['comedy', 'animation', 'romance']",7.9,61.436
Ghostland,MOVIE,"['thriller', 'horror', 'drama', 'european']",6.4,34.263
Knightfall,SHOW,"['action', 'drama', 'history']",6.7,28.09
GLOW,SHOW,"['drama', 'comedy', 'sport', 'reality']",8.0,17.486
The Bad Batch,MOVIE,"['drama', 'horror', 'scifi', 'romance', 'action']",5.2,18.249
Oats Studios,SHOW,"['scifi', 'horror']",6.4,8.612
Tully,MOVIE,"['comedy', 'drama']",7.0,13.592
Watership Down,SHOW,"['animation', 'family', 'fantasy', 'action', 'drama']",7.2,10.0
The Guernsey Literary & Potato Peel Pie Society,MOVIE,"['drama', 'history', 'romance', 'war']",7.3,12.645
BAKI,SHOW,"['drama', 'animation', 'action', 'crime', 'sport']",6.7,207.49
The Foreigner,MOVIE,"['action', 'thriller', 'crime', 'drama', 'european']",7.0,32.05
"Can't Stop, Won't Stop: A Bad Boy Story",MOVIE,"['music', 'documentation']",5.3,4.174
Outlaw King,MOVIE,"['action', 'drama', 'history', 'war']",6.9,24.14
Destination Wedding,MOVIE,"['drama', 'romance', 'comedy']",6.0,19.069
The Kominsky Method,SHOW,"['drama', 'comedy']",8.2,18.106
Black Spot,SHOW,"['drama', 'crime', 'thriller', 'horror', 'european']",7.4,17.457
Elite,SHOW,"['thriller', 'drama', 'crime']",7.4,224.739
The Keepers,SHOW,"['documentation', 'thriller', 'crime', 'action', 'drama']",8.2,8.556
13 Reasons Why,SHOW,"['drama', 'thriller']",7.5,80.574
Bird Box,MOVIE,"['thriller', 'drama', 'scifi', 'horror']",6.6,47.18
The Babysitter,MOVIE,"['comedy', 'horror']",6.4,52.287
Imposters,SHOW,"['drama', 'thriller', 'comedy', 'crime']",7.8,17.273
Teasing Master Takagi-san,SHOW,"['animation', 'romance', 'comedy']",7.7,49.106
Narcos: Mexico,SHOW,"['drama', 'crime']",8.4,92.102
Black Lightning,SHOW,"['action', 'scifi', 'drama']",6.1,45.271
Salt Fat Acid Heat,SHOW,['documentation'],7.7,4.037
The Package,MOVIE,"['comedy', 'drama', 'thriller']",5.5,20.72
Replicas,MOVIE,"['scifi', 'thriller', 'drama']",5.5,27.644
Cam,MOVIE,"['thriller', 'horror', 'drama']",5.9,12.204
Mystery Science Theater 3000,SHOW,"['scifi', 'comedy', 'drama', 'horror', 'thriller']",8.1,3.279
Deadwind,SHOW,"['crime', 'drama', 'thriller']",7.2,18.234
My Next Guest Needs No Introduction With David Letterman,SHOW,[],7.8,8.217
Seven Seconds,SHOW,"['crime', 'drama']",7.7,9.766
Queer Eye,SHOW,['reality'],8.5,15.751
Violet Evergarden,SHOW,"['animation', 'scifi', 'drama', 'fantasy', 'romance']",8.4,43.782
Rascal Does Not Dream of Bunny Girl Senpai,SHOW,"['comedy', 'thriller', 'animation', 'fantasy', 'romance', 'drama']",8.1,61.635
Level 16,MOVIE,"['scifi', 'thriller', 'drama', 'european']",6.0,69.48
Abducted in Plain Sight,MOVIE,"['crime', 'documentation', 'thriller', 'drama']",6.8,9.689
The Meyerowitz Stories (New and Selected),MOVIE,"['comedy', 'drama']",6.9,12.045
James Acaster: Repertoire,SHOW,['comedy'],8.4,2.462
I Don't Feel at Home in This World Anymore,MOVIE,"['drama', 'thriller', 'crime', 'comedy', 'european']",6.9,12.544
Step Sisters,MOVIE,['comedy'],5.4,9.814
Devilman Crybaby,SHOW,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']",7.6,37.228
The Shack,MOVIE,"['drama', 'fantasy']",6.2,110.758
Hilda,SHOW,"['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']",8.5,18.535
Calibre,MOVIE,"['thriller', 'drama']",6.8,9.761
Apostle,MOVIE,"['thriller', 'drama', 'horror', 'fantasy']",6.3,14.414
Beirut,MOVIE,"['thriller', 'drama', 'action', 'crime']",6.4,10.945
To All the Boys I've Loved Before,MOVIE,"['comedy', 'romance', 'drama']",7.1,83.421
Collateral,SHOW,"['thriller', 'drama', 'crime']",6.7,23.364
Cells at Work!,SHOW,"['comedy', 'animation', 'action', 'fantasy']",7.5,16.706
My Little Pony: Equestria Girls,SHOW,"['animation', 'comedy', 'family', 'fantasy']",6.5,11.9
The Dragon Prince,SHOW,"['action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama']",8.4,31.275
Mirai,MOVIE,"['fantasy', 'animation', 'drama', 'family']",7.0,52.562
Rust Valley Restorers,SHOW,['documentation'],7.7,12.127
Bāhubali 2: The Conclusion,MOVIE,"['fantasy', 'drama', 'action']",8.2,38.877
Berlin Syndrome,MOVIE,"['horror', 'thriller', 'drama']",6.2,15.339
Icarus,MOVIE,"['documentation', 'thriller', 'sport']",7.9,9.623
Five Came Back,SHOW,"['war', 'documentation', 'history']",8.3,5.86
She-Ra and the Princesses of Power,SHOW,"['scifi', 'animation', 'comedy', 'fantasy', 'family', 'action', 'drama']",7.8,26.73
The Kindergarten Teacher,MOVIE,"['drama', 'thriller', 'european']",6.7,15.809
Chilling Adventures of Sabrina,SHOW,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",7.4,80.61
1922,MOVIE,"['horror', 'drama', 'documentation', 'crime', 'thriller']",6.2,17.275
Veronica,MOVIE,['horror'],6.2,55.175
Little Italy,MOVIE,"['romance', 'comedy']",5.7,15.703
Hold the Dark,MOVIE,"['thriller', 'crime', 'horror', 'action', 'drama']",5.6,16.591
Mute,MOVIE,"['scifi', 'thriller', 'drama']",5.4,15.734
The Perfection,MOVIE,"['horror', 'thriller', 'drama', 'music']",6.1,12.684
Red Joan,MOVIE,"['thriller', 'history', 'romance', 'drama']",6.4,13.425
Bright,MOVIE,"['fantasy', 'thriller', 'scifi', 'crime', 'action']",6.3,36.593
Evil Genius,SHOW,"['documentation', 'crime']",7.5,9.635
Everything Sucks!,SHOW,"['drama', 'comedy']",7.5,17.251
Kodachrome,MOVIE,"['drama', 'comedy', 'european']",6.8,8.641
The Discovery,MOVIE,"['scifi', 'thriller', 'romance', 'drama']",6.2,11.237
Nightflyers,SHOW,"['scifi', 'thriller', 'drama', 'horror']",5.8,10.291
Dark Tourist,SHOW,"['action', 'documentation']",7.5,6.668
Extinction,MOVIE,"['scifi', 'thriller', 'action', 'drama']",5.8,28.029
The Book of Henry,MOVIE,"['drama', 'thriller', 'crime']",6.5,17.456
Creep 2,MOVIE,"['thriller', 'horror', 'crime', 'drama']",6.4,14.489
Speed Kills,MOVIE,"['thriller', 'crime', 'drama', 'action']",4.2,14.407
Black Mirror: Bandersnatch,MOVIE,"['drama', 'thriller', 'scifi', 'fantasy']",7.1,17.397
The Night Comes for Us,MOVIE,"['action', 'thriller', 'crime']",6.9,12.473
Cargo,MOVIE,"['drama', 'thriller', 'scifi', 'horror']",6.3,18.142
Pine Gap,SHOW,"['drama', 'thriller']",7.1,10.479
When We First Met,MOVIE,"['fantasy', 'comedy', 'romance']",6.4,15.879
Dear White People,SHOW,"['comedy', 'drama']",6.1,16.376
Mudbound,MOVIE,"['drama', 'war']",7.4,9.749
Troy: Fall of a City,SHOW,"['action', 'war', 'fantasy', 'romance']",3.9,12.655
Anon,MOVIE,"['scifi', 'thriller', 'action', 'drama', 'crime', 'european']",6.1,21.915
The Forest,SHOW,"['drama', 'crime', 'thriller', 'european']",7.2,18.051
Cable Girls,SHOW,"['drama', 'history', 'european']",7.6,44.083
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,"['documentation', 'comedy']",7.6,10.704
A-X-L,MOVIE,"['scifi', 'thriller', 'action', 'drama', 'family']",5.3,32.431
Hell Fest,MOVIE,"['horror', 'thriller']",5.5,15.417
Aggretsuko,SHOW,"['animation', 'comedy', 'romance', 'drama', 'music']",8.0,13.244
Malevolent,MOVIE,"['horror', 'thriller']",4.8,8.289
Jack Whitehall: Travels with My Father,SHOW,"['reality', 'documentation', 'comedy', 'european']",7.6,5.014
Two Sentence Horror Stories,SHOW,"['drama', 'horror', 'thriller']",5.5,8.441
Dirty Money,SHOW,"['documentation', 'crime']",8.1,11.301
Requiem,SHOW,"['drama', 'animation', 'fantasy', 'thriller']",6.4,11.958
The Rain,SHOW,"['scifi', 'thriller', 'drama']",7.3,98.788
Sunderland 'Til I Die,SHOW,"['documentation', 'sport']",8.1,5.099
Happy as Lazzaro,MOVIE,"['fantasy', 'drama', 'european']",7.5,8.295
Nailed It!,SHOW,"['reality', 'comedy']",7.4,8.521
My Mister,SHOW,"['drama', 'family']",9.1,13.025
Bakugan: Battle Planet,SHOW,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",4.9,14.694
Everybody Knows,MOVIE,"['drama', 'thriller', 'crime', 'european']",6.9,11.374
Dave Chappelle,SHOW,"['comedy', 'documentation']",8.7,4.516
Damnation,SHOW,"['western', 'crime', 'drama']",7.6,9.193
Innocent,SHOW,"['drama', 'thriller', 'crime']",8.4,7.297
Great News,SHOW,['comedy'],7.0,8.665
22 July,MOVIE,"['thriller', 'crime', 'drama', 'history', 'european']",6.8,33.575
Falls Around Her,MOVIE,"['drama', 'music', 'thriller']",6.3,1.339
Better Than Us,SHOW,"['scifi', 'drama']",7.3,14.306
Insatiable,SHOW,"['drama', 'comedy', 'thriller']",6.5,81.348
Sand Castle,MOVIE,"['war', 'action', 'drama']",6.3,27.077
Zoids Wild,SHOW,"['action', 'comedy', 'animation', 'scifi']",6.2,11.922
Explained,SHOW,['documentation'],8.0,11.637
Buster's Mal Heart,MOVIE,"['drama', 'thriller', 'crime']",6.2,6.82
The Toys That Made Us,SHOW,"['documentation', 'comedy', 'history']",8.0,5.924
On Body and Soul,MOVIE,"['drama', 'romance', 'fantasy']",7.5,7.285
Ben Is Back,MOVIE,"['drama', 'european']",6.7,12.478
Perfume,SHOW,"['crime', 'drama', 'thriller']",7.1,17.902
Mr. Sunshine,SHOW,"['drama', 'history', 'romance', 'war', 'action']",8.7,16.097
Private Life,MOVIE,"['comedy', 'drama']",7.2,7.974
Mirage,MOVIE,"['fantasy', 'thriller', 'drama', 'romance', 'european']",7.4,19.839
Ravenous,MOVIE,"['drama', 'scifi', 'horror', 'thriller', 'action']",5.8,10.328
RBG,MOVIE,['documentation'],7.6,8.258
An Evening with Beverly Luff Linn,MOVIE,"['crime', 'comedy']",5.8,5.109
Friends from College,SHOW,"['comedy', 'drama']",6.9,6.906
Mary Magdalene,MOVIE,"['drama', 'history']",5.9,54.725
Disjointed,SHOW,['comedy'],6.7,14.558
Sisters,SHOW,"['drama', 'comedy']",7.4,3.589
Dumplin',MOVIE,"['comedy', 'drama']",6.5,11.4
Tau,MOVIE,"['scifi', 'thriller', 'horror']",5.8,10.801
Creeped Out,SHOW,"['scifi', 'thriller', 'family', 'fantasy', 'action', 'crime', 'drama', 'history', 'horror']",6.6,24.556
Skins,MOVIE,"['drama', 'comedy', 'fantasy', 'european']",6.1,14.034
Wormwood,SHOW,"['crime', 'documentation', 'drama', 'fantasy']",7.0,1.898
Duck Butter,MOVIE,"['comedy', 'drama', 'romance']",5.2,10.766
Never Stop Dreaming: The Life and Legacy of Shimon Peres,MOVIE,['documentation'],,3.532
The Zookeeper's Wife,MOVIE,"['war', 'drama', 'history']",7.0,23.231
"Game Over, Man!",MOVIE,"['comedy', 'action']",5.4,14.358
Polly Pocket,SHOW,"['fantasy', 'animation', 'comedy', 'family']",6.0,11.971
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,MOVIE,['comedy'],7.1,3.734
Victoria & Abdul,MOVIE,"['drama', 'history']",6.8,11.743
Hampstead,MOVIE,"['comedy', 'romance', 'drama']",6.0,10.323
Hannah Gadsby: Nanette,MOVIE,"['comedy', 'documentation']",8.1,7.538
War Machine,MOVIE,"['drama', 'comedy', 'war']",6.0,12.235
Bad Genius,MOVIE,"['comedy', 'drama', 'crime', 'thriller']",7.6,20.398
Norm Macdonald Has a Show,SHOW,['comedy'],8.5,2.09
Kakegurui,SHOW,"['drama', 'thriller', 'action', 'animation']",7.2,54.832
Al Hayba,SHOW,"['drama', 'action', 'crime', 'romance', 'thriller']",7.3,70.264
The Kissing Booth,MOVIE,"['comedy', 'romance']",5.9,77.096
Tidelands,SHOW,"['scifi', 'drama', 'fantasy', 'crime']",6.8,16.069
The Forgiven,MOVIE,['thriller'],5.9,6.197
Gypsy,SHOW,"['drama', 'thriller']",6.8,13.857
King of Thieves,MOVIE,"['drama', 'crime', 'history']",5.5,9.215
Minecraft: Story Mode,SHOW,[],5.6,
The Titan,MOVIE,"['scifi', 'thriller', 'fantasy', 'drama', 'romance']",4.8,17.97
Security,MOVIE,"['thriller', 'action', 'crime', 'european']",5.7,31.419
Transformers: Cyberverse,SHOW,"['action', 'animation', 'scifi']",6.6,7.273
Mowgli: Legend of the Jungle,MOVIE,"['action', 'drama', 'fantasy']",6.5,24.646
Abstract: The Art of Design,SHOW,['documentation'],8.4,12.42
A Futile and Stupid Gesture,MOVIE,['comedy'],6.7,10.633
White Gold,SHOW,"['comedy', 'european']",7.4,5.878
How It Ends,MOVIE,"['scifi', 'thriller', 'action', 'drama']",5.0,18.214
Death Note,MOVIE,"['horror', 'thriller', 'crime', 'fantasy', 'drama', 'action']",4.5,22.306
Wanderlust,SHOW,['drama'],7.0,5.968
The Boss Baby: Back in Business,SHOW,"['action', 'fantasy', 'animation', 'comedy', 'family']",6.4,82.194
The After Party,MOVIE,"['comedy', 'horror', 'music']",5.7,10.276
Perfect Bid: The Contestant Who Knew Too Much,MOVIE,"['documentation', 'history']",6.5,4.334
The Other Side of the Wind,MOVIE,"['drama', 'european']",6.7,7.453
Unauthorized Living,SHOW,['drama'],7.4,29.714
To the Bone,MOVIE,['drama'],6.8,22.167
Goon: Last of the Enforcers,MOVIE,"['comedy', 'sport']",5.8,13.329
The Innocent Man,SHOW,"['documentation', 'crime']",7.3,6.592
Unit 42,SHOW,"['crime', 'drama', 'thriller', 'european']",6.9,9.078
Numberblocks,SHOW,['animation'],8.6,10.667
Hot Girls Wanted: Turned On,SHOW,['documentation'],6.6,13.181
We the Animals,MOVIE,['drama'],6.9,6.702
Reversing Roe,MOVIE,['documentation'],7.5,4.004
Beyond Skyline,MOVIE,"['scifi', 'thriller', 'action', 'horror']",5.3,10.535
VeggieTales in the City,SHOW,"['comedy', 'family', 'animation', 'music']",5.5,2.839
Valor,SHOW,['drama'],5.8,5.658
The Bar,MOVIE,"['horror', 'thriller', 'comedy', 'fantasy', 'european']",6.3,11.671
The Hollow,SHOW,"['comedy', 'scifi', 'animation', 'drama', 'family']",7.1,10.299
Errementari: The Blacksmith and the Devil,MOVIE,"['drama', 'fantasy', 'horror', 'thriller', 'european']",6.4,15.977
Illang: The Wolf Brigade,MOVIE,"['action', 'thriller', 'drama', 'scifi']",5.9,17.354
Shirkers,MOVIE,['documentation'],7.4,6.081
A Bad Moms Christmas,MOVIE,['comedy'],5.6,20.005
B: The Beginning,SHOW,"['scifi', 'horror', 'crime', 'thriller', 'action', 'fantasy', 'animation', 'drama']",7.1,18.671
Hotel Transylvania: The Series,SHOW,"['family', 'animation', 'comedy', 'horror', 'fantasy']",5.3,17.661
Welcome Home,MOVIE,"['thriller', 'horror', 'drama', 'comedy']",5.2,24.328
The Hook Up Plan,SHOW,"['comedy', 'romance']",7.1,11.69
Piercing,MOVIE,"['thriller', 'horror']",5.5,8.611
The Outsider,MOVIE,"['drama', 'action', 'crime', 'thriller']",6.2,11.155
Car Masters: Rust to Riches,SHOW,['reality'],8.4,18.216
Indian Horse,MOVIE,"['drama', 'sport']",7.2,6.194
On My Block,SHOW,"['comedy', 'drama']",7.9,31.784
Spy Kids: Mission Critical,SHOW,"['animation', 'action', 'comedy', 'family', 'drama', 'music', 'romance', 'thriller', 'scifi']",4.7,7.221
Andhadhun,MOVIE,"['thriller', 'drama', 'comedy', 'crime', 'music']",8.2,13.893
Unicorn Store,MOVIE,"['drama', 'comedy', 'fantasy']",5.5,8.72
Hot Date,SHOW,['comedy'],7.1,1.692
My Happy Family,MOVIE,['drama'],7.4,3.593
Paradise PD,SHOW,"['comedy', 'animation', 'action', 'crime']",6.8,29.709
Cloudy with a Chance of Meatballs,SHOW,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",3.4,8.75
Newness,MOVIE,"['romance', 'drama']",6.3,34.214
Monster High: Electrified,MOVIE,"['family', 'animation', 'fantasy']",5.3,20.596
No Escape Room,MOVIE,"['thriller', 'horror']",5.0,16.09
Somewhere Between,SHOW,"['drama', 'thriller', 'scifi']",6.2,14.04
Baby,SHOW,['drama'],6.8,38.201
Sick Note,SHOW,"['comedy', 'crime']",6.7,8.196
Hitler's Circle of Evil,SHOW,"['documentation', 'history', 'war']",8.0,5.542
Haunted,SHOW,"['documentation', 'horror', 'reality']",4.6,19.435
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,MOVIE,"['documentation', 'music']",7.9,3.925
Immortals,SHOW,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']",5.4,13.712
The Week Of,MOVIE,['comedy'],5.2,10.24
iBoy,MOVIE,"['scifi', 'action', 'crime', 'thriller']",6.0,14.284
The Standups,SHOW,['comedy'],6.6,2.314
May the Devil Take You,MOVIE,"['thriller', 'horror']",5.9,13.478
The Bride of Habaek,SHOW,"['drama', 'comedy', 'fantasy', 'romance']",6.9,60.517
The Breaker Upperers,MOVIE,['comedy'],5.9,7.605
When Heroes Fly,SHOW,"['war', 'drama', 'action']",7.2,12.196
El Chapo,SHOW,"['drama', 'action', 'crime', 'history']",7.8,114.888
If I Hadn't Met You,SHOW,"['thriller', 'drama', 'scifi', 'fantasy', 'romance']",7.7,4.495
What the Health,MOVIE,['documentation'],7.4,8.27
Hi Score Girl,SHOW,"['comedy', 'animation', 'action', 'romance']",8.0,13.722
The Long Dumb Road,MOVIE,['comedy'],6.1,3.823
Long Shot,MOVIE,"['documentation', 'sport', 'crime']",7.4,4.708
Dude,MOVIE,"['comedy', 'drama']",5.2,10.798
The Debt Collector,MOVIE,"['action', 'comedy']",5.8,29.382
Sugar Rush,SHOW,['reality'],7.0,8.74
The Casketeers,SHOW,"['reality', 'documentation']",7.4,3.095
Handsome Devil,MOVIE,"['drama', 'comedy', 'sport', 'european']",7.0,12.021
Win It All,MOVIE,['comedy'],6.2,5.181
Tottaa Pataaka Item Maal,MOVIE,['drama'],7.6,3.231
Trolls Holiday,MOVIE,"['fantasy', 'comedy', 'family', 'romance', 'animation']",6.1,21.838
Joan Didion: The Center Will Not Hold,MOVIE,['documentation'],7.4,5.069
The Guest,SHOW,"['drama', 'crime', 'thriller', 'horror', 'comedy']",8.1,7.293
The Incredible Jessica James,MOVIE,"['romance', 'comedy']",6.5,9.638
Siberia,MOVIE,"['romance', 'thriller', 'crime', 'european']",4.3,22.0
Ugly Delicious,SHOW,['documentation'],7.8,4.452
The Resistance Banker,MOVIE,"['drama', 'war', 'european']",6.9,12.425
John Mulaney: Kid Gorgeous at Radio City,MOVIE,['comedy'],7.9,5.009
Girlboss,SHOW,['comedy'],6.9,10.009
Because This Is My First Life,SHOW,"['drama', 'comedy', 'romance']",8.1,17.121
Just Between Lovers,SHOW,"['drama', 'romance']",8.2,20.502
The Saint,MOVIE,"['crime', 'action']",4.9,19.06
In Darkness,MOVIE,['thriller'],5.7,14.317
The Innocents,SHOW,"['scifi', 'drama', 'horror', 'romance', 'thriller']",6.2,20.691
Transformers: Rescue Bots Academy,SHOW,"['animation', 'comedy', 'family', 'scifi', 'action']",6.2,2.572
Bill Nye Saves the World,SHOW,['comedy'],3.5,8.356
I Am a Killer,SHOW,"['documentation', 'crime']",7.4,5.641
Sierra Burgess Is a Loser,MOVIE,"['romance', 'comedy', 'drama']",5.8,14.072
Sad Hill Unearthed,MOVIE,"['documentation', 'european']",7.4,6.121
Ibiza,MOVIE,"['comedy', 'romance']",5.2,9.813
Shimmer Lake,MOVIE,"['thriller', 'crime', 'drama', 'action', 'history', 'horror', 'romance']",6.3,20.508
Suburra: Blood on Rome,SHOW,"['drama', 'action', 'crime', 'european']",7.9,23.46
Hey Arnold! The Jungle Movie,MOVIE,"['animation', 'comedy', 'family', 'fantasy', 'thriller']",7.5,16.413
Tabula Rasa,SHOW,"['drama', 'horror', 'thriller', 'european']",8.0,7.903
Spirit: Riding Free,SHOW,"['action', 'animation', 'family', 'western', 'comedy', 'drama', 'documentation']",6.4,15.689
Little Witch Academia,SHOW,"['scifi', 'animation', 'comedy', 'action', 'drama', 'family', 'fantasy']",7.9,13.06
Fullmetal Alchemist,MOVIE,"['fantasy', 'scifi', 'action']",5.2,15.705
Animal World,MOVIE,"['thriller', 'fantasy', 'drama', 'action', 'scifi', 'comedy']",6.4,24.922
The Good Cop,SHOW,"['drama', 'comedy', 'crime', 'documentation']",6.9,8.714
The Protector,SHOW,"['action', 'fantasy', 'scifi', 'drama']",6.5,24.058
Wheelman,MOVIE,"['action', 'crime', 'thriller']",6.4,15.282
Pop Team Epic,SHOW,"['comedy', 'animation']",6.9,7.074
Voice,SHOW,"['crime', 'thriller', 'action']",7.6,17.025
Cristela Alonzo: Lower Classy,MOVIE,['comedy'],6.4,3.336
Brain on Fire,MOVIE,"['drama', 'european']",6.6,12.009
Patriot Act with Hasan Minhaj,SHOW,['comedy'],8.2,9.203
Bleach,MOVIE,"['fantasy', 'action']",6.4,25.802
The Epic Tales of Captain Underpants,SHOW,"['animation', 'comedy', 'action', 'family']",6.6,11.851
The Mire,SHOW,"['drama', 'crime', 'thriller']",7.0,13.039
You Get Me,MOVIE,"['thriller', 'romance', 'drama', 'crime']",4.7,20.089
Rotten,SHOW,['documentation'],7.2,6.812
Murder Mountain,SHOW,"['crime', 'documentation']",6.8,2.589
"My Teacher, My Obsession",MOVIE,"['thriller', 'drama']",4.4,25.407
Voyeur,MOVIE,"['documentation', 'crime', 'drama']",6.1,9.593
Bathtubs Over Broadway,MOVIE,"['comedy', 'music', 'documentation']",7.6,2.742
Scissor Seven,SHOW,"['comedy', 'drama', 'action', 'animation', 'fantasy', 'romance']",8.6,82.499
Psychokinesis,MOVIE,"['fantasy', 'action', 'comedy']",5.9,23.968
Alexa & Katie,SHOW,"['comedy', 'drama']",7.4,32.166
Chip and Potato,SHOW,['animation'],6.3,8.971
Adam Sandler: 100% Fresh,MOVIE,"['comedy', 'music']",7.5,12.969
